Hand,2,3,4,5,6,7,8,9,10,A
21,123,99,78,62,58,214,586,1627,6362,138678
20,204,190,172,299,348,619,2203,38496,1920,624
19,543,1288,3897,114731,1000000,686,6995,1651,384,239
18,109558,15077,1263,1240,578,1695,1769,1284,1244,50720
17,194651,5541,1263,380,417,3373,293,1816,30231,3278
16,3121,26262,13006,1796,772,282,218,1305,1000000,674989
15,2301,18237,14292,1741,1204,252,180,650,3923,4256
14,1920,7060,23225,1732,1392,140,116,401,2042,1525
13,1171,4375,326407,2696,2027,109,190,342,1948,1381
